          Τμήμα          | Ημερομηνία Βάρδιας | Τύπος Βάρδιας |   Τύπος Προσωπικού   |     Ειδικότητα / Ρόλος      | Αριθμός Προσωπικού 
 Δερματολογικό           | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 Καρδιολογικό            | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Καρδιολογικό            | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 Καρδιολογικό            | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Καρδιολογικό            | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  2
 Καρδιολογικό            | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  5
 Καρδιολογικό            | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Καρδιολογικό            | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Καρδιολογικό            | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Καρδιολογικό            | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  5
 Καρδιολογικό            | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Καρδιολογικό            | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Καρδιολογικό            | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Καρδιολογικό            | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Καρδιολογικό            | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Καρδιολογικό            | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 Καρδιολογικό            | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Καρδιολογικό            | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Καρδιολογικό            | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Καρδιολογικό            | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  2
 Καρδιολογικό            | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Καρδιολογικό            | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 Καρδιολογικό            | 2026-05-02         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  2
 Καρδιολογικό            | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Καρδιολογικό            | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Καρδιολογικό            | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  2
 Καρδιολογικό            | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Καρδιολόγος                 |                  3
 Καρδιολογικό            | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Καρδιολογικό            | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  1
